id;user_id;tanggal;permintaan;ketersediaan;harga;berita;created_at;updated_at
56;2;25/09/21;7723;7354;0;Turun;2022-07-13;2022-07-13
57;2;26/09/21;7549;3184;0;Turun;2022-07-13;2022-07-13
58;2;27/09/21;9441;6975;0;Tetap;2022-07-13;2022-07-13
59;2;28/09/21;4863;8962;0;Naik;2022-07-13;2022-07-13
60;2;29/09/21;6600;3133;0;Tetap;2022-07-13;2022-07-13
61;2;30/09/21;6007;7682;0;Tetap;2022-07-13;2022-07-13
62;2;01/10/21;2537;4480;0;Naik;2022-07-13;2022-07-13
63;2;02/10/21;9475;3999;0;Turun;2022-07-13;2022-07-13
64;2;03/10/21;1748;6818;0;Naik;2022-07-13;2022-07-13
65;2;04/10/21;1777;9122;0;Turun;2022-07-13;2022-07-13
66;2;05/10/21;3259;3678;0;Turun;2022-07-13;2022-07-13
67;2;06/10/21;7881;4259;0;Tetap;2022-07-13;2022-07-13
68;2;07/10/21;5854;4664;0;Naik;2022-07-13;2022-07-13
69;2;08/10/21;5553;3208;0;Tetap;2022-07-13;2022-07-13
70;2;09/10/21;6581;2247;0;Tetap;2022-07-13;2022-07-13
71;2;10/10/21;9491;5779;0;Naik;2022-07-13;2022-07-13
72;2;11/10/21;5458;7341;0;Turun;2022-07-13;2022-07-13
73;2;12/10/21;1919;3950;0;Naik;2022-07-13;2022-07-13
74;2;13/10/21;6251;1717;0;Turun;2022-07-13;2022-07-13
75;2;14/10/21;5429;6291;0;Turun;2022-07-13;2022-07-13
76;2;15/10/21;3084;8596;0;Tetap;2022-07-13;2022-07-13
77;2;16/10/21;7258;1065;0;Naik;2022-07-13;2022-07-13
78;2;17/10/21;3676;1713;0;Tetap;2022-07-13;2022-07-13
79;2;18/10/21;8463;8922;0;Tetap;2022-07-13;2022-07-13
80;2;19/10/21;2679;4438;0;Naik;2022-07-13;2022-07-13
81;2;20/10/21;8878;8336;0;Turun;2022-07-13;2022-07-13
82;2;21/10/21;2535;8267;0;Naik;2022-07-13;2022-07-13
83;2;22/10/21;6694;5814;0;Turun;2022-07-13;2022-07-13
84;2;23/10/21;2528;7257;0;Turun;2022-07-13;2022-07-13
85;2;24/10/21;4174;7685;0;Tetap;2022-07-13;2022-07-13
86;2;25/10/21;9388;6648;0;Naik;2022-07-13;2022-07-13
87;2;26/10/21;2561;3036;0;Tetap;2022-07-13;2022-07-13
88;2;27/10/21;7586;6542;0;Tetap;2022-07-13;2022-07-13
89;2;28/10/21;3013;5879;0;Naik;2022-07-13;2022-07-13
90;2;29/10/21;4007;8920;0;Turun;2022-07-13;2022-07-13
91;2;30/10/21;7485;6528;0;Naik;2022-07-13;2022-07-13
92;2;31/10/21;1264;7160;0;Turun;2022-07-13;2022-07-13
93;2;01/11/21;8628;5189;0;Turun;2022-07-13;2022-07-13
94;2;02/11/21;2747;2214;0;Tetap;2022-07-13;2022-07-13
95;2;03/11/21;8243;2976;0;Naik;2022-07-13;2022-07-13
96;2;04/11/21;2827;5044;0;Tetap;2022-07-13;2022-07-13
97;2;05/11/21;1142;2870;0;Tetap;2022-07-13;2022-07-13
98;2;06/11/21;3493;2319;0;Naik;2022-07-13;2022-07-13
99;2;07/11/21;5307;4066;0;Turun;2022-07-13;2022-07-13
100;2;08/11/21;4429;2208;0;Naik;2022-07-13;2022-07-13
101;2;09/11/21;2308;4585;0;Turun;2022-07-13;2022-07-13
102;2;10/11/21;3396;3279;0;Turun;2022-07-13;2022-07-13
103;2;11/11/21;2172;2973;0;Tetap;2022-07-13;2022-07-13
104;2;12/11/21;5774;1724;0;Naik;2022-07-13;2022-07-13
105;2;13/11/21;5015;5212;0;Tetap;2022-07-13;2022-07-13
106;2;14/11/21;7995;5547;0;Tetap;2022-07-13;2022-07-13
107;2;15/11/21;5649;4555;0;Naik;2022-07-13;2022-07-13
108;2;16/11/21;1821;3461;0;Turun;2022-07-13;2022-07-13
109;2;17/11/21;6694;2482;0;Naik;2022-07-13;2022-07-13
110;2;18/11/21;8712;5838;0;Turun;2022-07-13;2022-07-13
111;2;19/11/21;6430;2977;0;Turun;2022-07-13;2022-07-13
112;2;20/11/21;8803;4598;0;Tetap;2022-07-13;2022-07-13
113;2;21/11/21;1152;1740;0;Naik;2022-07-13;2022-07-13
114;2;22/11/21;4373;5281;0;Tetap;2022-07-13;2022-07-13
115;2;23/11/21;9003;4300;0;Tetap;2022-07-13;2022-07-13
116;2;24/11/21;6436;4441;0;Naik;2022-07-13;2022-07-13
117;2;25/11/21;4545;3019;0;Turun;2022-07-13;2022-07-13
118;2;26/11/21;7430;2251;0;Naik;2022-07-13;2022-07-13
119;2;27/11/21;6886;5799;0;Turun;2022-07-13;2022-07-13
120;2;28/11/21;3925;3215;0;Turun;2022-07-13;2022-07-13
121;2;29/11/21;5725;4749;0;Tetap;2022-07-13;2022-07-13
122;2;30/11/21;3003;2533;0;Naik;2022-07-13;2022-07-13
123;2;01/12/21;5920;2673;0;Tetap;2022-07-13;2022-07-13
124;2;02/12/21;5039;4110;0;Tetap;2022-07-13;2022-07-13
125;2;03/12/21;8741;5450;0;Naik;2022-07-13;2022-07-13
126;2;04/12/21;1067;4202;0;Turun;2022-07-13;2022-07-13
127;2;05/12/21;3374;2461;0;Naik;2022-07-13;2022-07-13
128;2;06/12/21;2865;1266;0;Turun;2022-07-13;2022-07-13
129;2;07/12/21;2533;2350;0;Turun;2022-07-13;2022-07-13
130;2;08/12/21;5008;5284;0;Tetap;2022-07-13;2022-07-13
131;2;09/12/21;1354;3899;0;Naik;2022-07-13;2022-07-13
132;2;10/12/21;8402;3111;0;Tetap;2022-07-13;2022-07-13
133;2;11/12/21;5247;4825;0;Tetap;2022-07-13;2022-07-13
134;2;12/12/21;3064;1553;0;Naik;2022-07-13;2022-07-13
135;2;13/12/21;3959;2157;0;Turun;2022-07-13;2022-07-13
136;2;14/12/21;3136;4017;0;Naik;2022-07-13;2022-07-13
137;2;15/12/21;7595;5441;0;Turun;2022-07-13;2022-07-13
138;2;16/12/21;2485;1877;0;Turun;2022-07-13;2022-07-13
139;2;17/12/21;8331;4876;0;Tetap;2022-07-13;2022-07-13
140;2;18/12/21;6428;2961;0;Naik;2022-07-13;2022-07-13
141;2;19/12/21;7238;5161;0;Tetap;2022-07-13;2022-07-13
142;2;20/12/21;9115;4749;0;Tetap;2022-07-13;2022-07-13
143;2;21/12/21;8734;3702;0;Naik;2022-07-13;2022-07-13
144;2;22/12/21;9686;1204;0;Turun;2022-07-13;2022-07-13
145;2;23/12/21;7151;4366;0;Naik;2022-07-13;2022-07-13
146;2;24/12/21;7427;2702;0;Turun;2022-07-13;2022-07-13
147;2;25/12/21;9958;3624;0;Turun;2022-07-13;2022-07-13
148;2;26/12/21;4453;4036;0;Tetap;2022-07-13;2022-07-13
149;2;27/12/21;1266;2659;0;Naik;2022-07-13;2022-07-13
150;2;28/12/21;8464;5919;0;Tetap;2022-07-13;2022-07-13
151;2;29/12/21;8183;3457;0;Tetap;2022-07-13;2022-07-13
152;2;30/12/21;4132;3533;0;Naik;2022-07-13;2022-07-13
153;2;31/12/21;9603;5675;0;Turun;2022-07-13;2022-07-13
154;2;01/01/22;7279;1322;0;Naik;2022-07-13;2022-07-13
155;2;02/01/22;7889;4892;0;Turun;2022-07-13;2022-07-13
156;2;03/01/22;9256;2919;0;Turun;2022-07-13;2022-07-13
157;2;04/01/22;3305;4249;0;Tetap;2022-07-13;2022-07-13
158;2;05/01/22;3728;2086;0;Naik;2022-07-13;2022-07-13
159;2;06/01/22;3680;5555;0;Tetap;2022-07-13;2022-07-13
160;2;07/01/22;3685;3724;0;Tetap;2022-07-13;2022-07-13
161;2;08/01/22;5657;3055;0;Naik;2022-07-13;2022-07-13
162;2;09/01/22;7295;1043;0;Turun;2022-07-13;2022-07-13
163;2;10/01/22;8842;5044;0;Naik;2022-07-13;2022-07-13
164;2;11/01/22;2295;5627;0;Turun;2022-07-13;2022-07-13
165;2;12/01/22;5974;3359;0;Turun;2022-07-13;2022-07-13
166;2;13/01/22;7897;1354;0;Tetap;2022-07-13;2022-07-13
167;2;14/01/22;5152;1805;0;Naik;2022-07-13;2022-07-13
168;2;15/01/22;8667;5504;0;Tetap;2022-07-13;2022-07-13
169;2;16/01/22;5026;1172;0;Tetap;2022-07-13;2022-07-13
170;2;17/01/22;5206;2297;0;Naik;2022-07-13;2022-07-13
171;2;18/01/22;8022;3029;0;Turun;2022-07-13;2022-07-13
172;2;19/01/22;4143;1394;0;Naik;2022-07-13;2022-07-13
173;2;20/01/22;4267;3919;0;Turun;2022-07-13;2022-07-13
174;2;21/01/22;7375;2323;0;Turun;2022-07-13;2022-07-13
175;2;22/01/22;9562;2475;0;Tetap;2022-07-13;2022-07-13
176;2;23/01/22;5005;1011;0;Naik;2022-07-13;2022-07-13
177;2;24/01/22;8718;5080;0;Tetap;2022-07-13;2022-07-13
178;2;25/01/22;4555;3334;0;Tetap;2022-07-13;2022-07-13
179;2;26/01/22;5082;5897;0;Naik;2022-07-13;2022-07-13
180;2;27/01/22;1804;4419;0;Turun;2022-07-13;2022-07-13
181;2;28/01/22;8464;3802;0;Naik;2022-07-13;2022-07-13
182;2;29/01/22;5827;1150;0;Turun;2022-07-13;2022-07-13
183;2;30/01/22;5870;3969;0;Turun;2022-07-13;2022-07-13
184;2;31/01/22;3082;2095;0;Tetap;2022-07-13;2022-07-13
185;2;01/02/22;1745;1101;0;Naik;2022-07-13;2022-07-13
186;2;02/02/22;6127;1538;0;Tetap;2022-07-13;2022-07-13
187;2;03/02/22;5683;4905;0;Tetap;2022-07-13;2022-07-13
188;2;04/02/22;4125;6788;0;Naik;2022-07-13;2022-07-13
189;2;05/02/22;8220;9263;0;Turun;2022-07-13;2022-07-13
190;2;06/02/22;1043;4940;0;Naik;2022-07-13;2022-07-13
191;2;07/02/22;7206;6721;0;Turun;2022-07-13;2022-07-13
192;2;08/02/22;4736;2891;0;Turun;2022-07-13;2022-07-13
193;2;09/02/22;5663;9882;0;Tetap;2022-07-13;2022-07-13
194;2;10/02/22;9147;6039;0;Naik;2022-07-13;2022-07-13
195;2;11/02/22;2553;2986;0;Tetap;2022-07-13;2022-07-13
196;2;12/02/22;5220;7877;0;Tetap;2022-07-13;2022-07-13
197;2;13/02/22;8769;2621;0;Naik;2022-07-13;2022-07-13
198;2;14/02/22;6671;8524;0;Turun;2022-07-13;2022-07-13
199;2;15/02/22;4614;3550;0;Naik;2022-07-13;2022-07-13
200;2;16/02/22;7759;8231;0;Turun;2022-07-13;2022-07-13
201;2;17/02/22;7545;4818;0;Turun;2022-07-13;2022-07-13
202;2;18/02/22;8826;2339;0;Tetap;2022-07-13;2022-07-13
203;2;19/02/22;9215;6647;0;Naik;2022-07-13;2022-07-13
204;2;20/02/22;2562;4256;0;Tetap;2022-07-13;2022-07-13
205;2;21/02/22;7461;4486;0;Tetap;2022-07-13;2022-07-13
206;2;22/02/22;7760;1684;0;Naik;2022-07-13;2022-07-13
207;2;23/02/22;4122;6874;0;Turun;2022-07-13;2022-07-13
208;2;24/02/22;7681;3425;0;Naik;2022-07-13;2022-07-13
209;2;25/02/22;5078;2645;0;Turun;2022-07-13;2022-07-13
210;2;26/02/22;4781;2747;0;Turun;2022-07-13;2022-07-13
211;2;27/02/22;1743;9522;0;Tetap;2022-07-13;2022-07-13
212;2;28/02/22;1122;3218;0;Naik;2022-07-13;2022-07-13
213;2;01/03/22;7824;4304;0;Tetap;2022-07-13;2022-07-13
214;2;02/03/22;9975;7290;0;Tetap;2022-07-13;2022-07-13
215;2;03/03/22;2296;8974;0;Naik;2022-07-13;2022-07-13
216;2;04/03/22;4825;9269;0;Turun;2022-07-13;2022-07-13
217;2;05/03/22;7747;2394;0;Naik;2022-07-13;2022-07-13
218;2;06/03/22;6248;8366;0;Turun;2022-07-13;2022-07-13
219;2;07/03/22;9027;6263;0;Turun;2022-07-13;2022-07-13
220;2;08/03/22;3197;1281;0;Tetap;2022-07-13;2022-07-13
221;2;09/03/22;2700;8534;0;Naik;2022-07-13;2022-07-13
222;2;10/03/22;3479;4310;0;Tetap;2022-07-13;2022-07-13
223;2;11/03/22;2113;6980;0;Tetap;2022-07-13;2022-07-13
224;2;12/03/22;2824;1098;0;Naik;2022-07-13;2022-07-13
225;2;13/03/22;3300;5827;0;Turun;2022-07-13;2022-07-13
226;2;14/03/22;2733;6982;0;Naik;2022-07-13;2022-07-13
227;2;15/03/22;4914;5935;0;Turun;2022-07-13;2022-07-13
228;2;16/03/22;4032;7776;0;Turun;2022-07-13;2022-07-13
229;2;17/03/22;6578;5359;0;Tetap;2022-07-13;2022-07-13
230;2;18/03/22;3619;6786;0;Naik;2022-07-13;2022-07-13
231;2;19/03/22;6731;4339;0;Tetap;2022-07-13;2022-07-13
232;2;20/03/22;1427;6142;0;Tetap;2022-07-13;2022-07-13
233;2;21/03/22;2385;3029;0;Naik;2022-07-13;2022-07-13
234;2;22/03/22;7723;2221;0;Turun;2022-07-13;2022-07-13
235;2;23/03/22;7549;1479;0;Naik;2022-07-13;2022-07-13
236;2;24/03/22;9441;5981;0;Turun;2022-07-13;2022-07-13
237;2;25/03/22;4863;6481;0;Turun;2022-07-13;2022-07-13
238;2;26/03/22;6600;1246;0;Tetap;2022-07-13;2022-07-13
239;2;27/03/22;6007;1333;0;Naik;2022-07-13;2022-07-13
240;2;28/03/22;2537;4941;0;Tetap;2022-07-13;2022-07-13
241;2;29/03/22;9475;3300;0;Tetap;2022-07-13;2022-07-13
242;2;30/03/22;1748;4564;0;Naik;2022-07-13;2022-07-13
243;2;31/03/22;1777;4071;0;Turun;2022-07-13;2022-07-13
244;2;01/04/22;3259;1493;0;Naik;2022-07-13;2022-07-13
245;2;02/04/22;7881;8854;0;Turun;2022-07-13;2022-07-13
246;2;03/04/22;5854;7875;0;Turun;2022-07-13;2022-07-13
247;2;04/04/22;5553;4254;0;Tetap;2022-07-13;2022-07-13
248;2;05/04/22;6581;8177;0;Naik;2022-07-13;2022-07-13
249;2;06/04/22;9491;1450;0;Tetap;2022-07-13;2022-07-13
250;2;07/04/22;5458;8822;0;Tetap;2022-07-13;2022-07-13
251;2;08/04/22;1919;1662;0;Naik;2022-07-13;2022-07-13
252;2;09/04/22;6251;1814;0;Turun;2022-07-13;2022-07-13
253;2;10/04/22;5429;1646;0;Naik;2022-07-13;2022-07-13
254;2;11/04/22;3084;7204;0;Turun;2022-07-13;2022-07-13
255;2;12/04/22;7258;9082;0;Turun;2022-07-13;2022-07-13
256;2;13/04/22;3676;8536;0;Tetap;2022-07-13;2022-07-13
257;2;14/04/22;8463;6124;0;Naik;2022-07-13;2022-07-13
258;2;15/04/22;2679;3279;0;Tetap;2022-07-13;2022-07-13
259;2;16/04/22;8878;7298;0;Tetap;2022-07-13;2022-07-13
260;2;17/04/22;2535;7909;0;Naik;2022-07-13;2022-07-13
261;2;18/04/22;6694;3682;0;Turun;2022-07-13;2022-07-13
262;2;19/04/22;2528;5550;0;Naik;2022-07-13;2022-07-13
263;2;20/04/22;4174;7423;0;Turun;2022-07-13;2022-07-13
264;2;21/04/22;9388;7298;0;Turun;2022-07-13;2022-07-13
265;2;22/04/22;2561;1670;0;Tetap;2022-07-13;2022-07-13
266;2;23/04/22;7586;9180;0;Naik;2022-07-13;2022-07-13
267;2;24/04/22;3013;6453;0;Tetap;2022-07-13;2022-07-13
268;2;25/04/22;7621;8764;0;Tetap;2022-07-13;2022-07-13
269;2;26/04/22;6529;8318;0;Naik;2022-07-13;2022-07-13
270;2;27/04/22;3201;6134;0;Turun;2022-07-13;2022-07-13
271;2;28/04/22;5730;9220;0;Naik;2022-07-13;2022-07-13
272;2;29/04/22;7280;8500;0;Turun;2022-07-13;2022-07-13
273;2;30/04/22;7629;7785;0;Turun;2022-07-13;2022-07-13
